源声编码,观点原文句,源声来源,观点类别,,
,主题不好看，字体不好看！,意见,字体不好看,,
,解锁样式好丑，好单调 字体也是,意见,字体不好看,,
,主题和很多字体都需要收费，而且有好些都是又贵又不好看,意见,字体不好看,,
,主题和字体多数要钱，不要钱的都很丑,意见,字体不好看,,
,字体买完以后发现特别丑,意见,字体不好看,,
,还有字体也是除了青葱，其他都是渣渣,意见,字体不好看,,
,主题里的字体太少而且觉得都不好看,意见,字体不好看,,
,而且主题少，好看的没多少 字体等也是这样,意见,字体不好看,,
,字体也太丑了,意见,字体不好看,,
,字体太少，不好看,意见,字体不好看,,
,字体都没几个可选的，都不怎么好看,意见,字体不好看,,
,主题字体等，都太少，而且不好看,意见,字体不好看,,
,字太小一般很难看,意见,字体不好看,,
,字体变成空心改不过来难看死了,意见,字体不好看,,
,字体不好看,意见,字体不好看,,
,字体不好看还要花钱,意见,字体不好看,,
,字体不太好看,意见,字体不好看,,
,字体不一致，一个好看，一个难看,意见,字体不好看,,
,字体不知道点哪里 描边了怎么都弄不回来丑瞎我好嘛,意见,字体不好看,,
,好看的字体没几个。,意见,字体不好看,,
,字体都要钱 免费的都不好看,意见,字体不好看,,
,字体都要钱，免费的又不好看,意见,字体不好看,,
,可是希望能有好看的字体。。可以选择的太少，又难看,意见,字体不好看,,
,字体看着很不舒服,意见,字体不好看,,
,字体没有满意的，有的还要钱,意见,字体不好看,,
,字体没有以前好看了,意见,字体不好看,,
,字体免费的太少而且不好看,意见,字体不好看,,
,字体难看就不说了,意见,字体不好看,,
,字体少，不好看??,意见,字体不好看,,
,字体太难看了,意见,字体不好看,,
,这些字体不好看～～～,意见,字体不好看,,
,软件的字体很难看清,意见,字体不好看,,
,字体下载款式不够多不好看,意见,字体不好看,,
,字体显示变得很怪异,意见,字体不好看,,
,字体越更新越丑??,意见,字体不好看,,
,字体真难看,意见,字体不好看,,
,字体主动变粗，设置不过来，很丑,意见,字体不好看,,
,尤其是字体没有好的，跟小米比差太多了,意见,字体不好看,,
,字体太小了不清晰调节麻烦,意见,字体调节不方便/不好用,,
,i主题中的字体没有大小设置,意见,字体调节不方便/不好用,,
,输入法候选字太小了，为什么不能自己调大小,意见,字体调节不方便/不好用,,
,通讯录的字体怎么调,意见,字体调节不方便/不好用,,
,调解字体大小是不是没有，我一直找不到,意见,字体调节不方便/不好用,,
,字体为什么调不大，字体真的太小,意见,字体调节不方便/不好用,,
,能不能把字体调大点啊,意见,字体调节不方便/不好用,,
,字体要是能改大小就好了,意见,字体调节不方便/不好用,,
,便签没办法换字体颜色,意见,字体调节不方便/不好用,,
,便签没有调节字体大小、调节排序方式功能,意见,字体调节不方便/不好用,,
,不能单改变便签内字体的大小,意见,字体调节不方便/不好用,,
,最好还能设置字体和大小,意见,字体调节不方便/不好用,,
,标签字体大小怎么修改？,意见,字体调节不方便/不好用,,
,不可以调节字体大小,意见,字体调节不方便/不好用,,
,拨号界面电话号码字体大小不能单独设置,意见,字体调节不方便/不好用,,
,不能改变字体颜色,意见,字体调节不方便/不好用,,
,可否可以设置字体的大小调整.,意见,字体调节不方便/不好用,,
,调整不了字体,意见,字体调节不方便/不好用,,
,顶部悬浮窗的字体大小和悬浮窗的大小应该要能自己调节  而不是固定的,意见,字体调节不方便/不好用,,
,抒写心情的字体不能调小吗,意见,字体调节不方便/不好用,,
,建议在下个版本更新可以调整字体的大小,意见,字体调节不方便/不好用,,
,建议开发桌面应用名称的字体颜色调节,意见,字体调节不方便/不好用,,
,看网页不能手划字体字体变大小。使用起来不方便。,意见,字体调节不方便/不好用,,
,还有可不可以出个设置可以调节全局字体大小,意见,字体调节不方便/不好用,,
,没法设置字体大小,意见,字体调节不方便/不好用,,
,没有字体大小调节,意见,字体调节不方便/不好用,,
,哪里能调字体大小,意见,字体调节不方便/不好用,,
,请在标签可以有个选择字体大小的选项,意见,字体调节不方便/不好用,,
,如何调整文字的大小,意见,字体调节不方便/不好用,,
,如何调整字体大小啊,意见,字体调节不方便/不好用,,
,如何修改字体大小,意见,字体调节不方便/不好用,,
,就是字体设置太小，调到最大还是小,意见,字体调节不方便/不好用,,
,设置里面不能更改字体大小,意见,字体调节不方便/不好用,,
,本机系统字体颜色如何改变,意见,字体调节不方便/不好用,,
,手机的字体颜色怎么改,意见,字体调节不方便/不好用,,
,字体不能改变颜色,意见,字体调节不方便/不好用,,
,手机桌面时间的字体颜色换不了,意见,字体调节不方便/不好用,,
,手机字太小了怎么才能大点,意见,字体调节不方便/不好用,,
,手机字太小了怎么才能大呢,意见,字体调节不方便/不好用,,
,手机字太小怎么才能大,意见,字体调节不方便/不好用,,
,手机字体大小怎么调,意见,字体调节不方便/不好用,,
,手机字体调解不是太合适，横屏调整找不到,意见,字体调节不方便/不好用,,
,输入法候选字体希望设置可以自由调整大小,意见,字体调节不方便/不好用,,
,字体调节大小可不可以把状态栏的字体大小也关联了,意见,字体调节不方便/不好用,,
,通知栏的字体改不了，还大,意见,字体调节不方便/不好用,,
,字体，能自己调大小吗？,意见,字体调节不方便/不好用,,
,图标下面的字体颜色只有白色不方便,意见,字体调节不方便/不好用,,
,为何字体不能调大，,意见,字体调节不方便/不好用,,
,假如可以调整键盘高度字体大小就可以啦??,意见,字体调节不方便/不好用,,
,我已经把字体调得最大了，但字体仍然太小特别是短信字体,意见,字体调节不方便/不好用,,
,请问怎样能将字体调整得合理,意见,字体调节不方便/不好用,,
,希望下次把状态栏的字体和数字都能够设置大小,意见,字体调节不方便/不好用,,
,系统的输入法能不能增加个字体大小的调节,意见,字体调节不方便/不好用,,
,能否更新一下系统，能调节字体大小,意见,字体调节不方便/不好用,,
,信息没有调节信息字体大小功能,意见,字体调节不方便/不好用,,
,信息字体为什么不能放大,意见,字体调节不方便/不好用,,
,字体调不大,意见,字体调节不方便/不好用,,
,在哪可以设置字体的大小,意见,字体调节不方便/不好用,,
,怎么调节qq字体亮度,意见,字体调节不方便/不好用,,
,怎么调整字大小,意见,字体调节不方便/不好用,,
,怎么调整字体大小,意见,字体调节不方便/不好用,,
,怎么调字体大小？,意见,字体调节不方便/不好用,,
,怎么改变字体颜色,意见,字体调节不方便/不好用,,
,怎么改文件夹字体的颜色,意见,字体调节不方便/不好用,,
,怎么改字体大小,意见,字体调节不方便/不好用,,
,怎么将字体换大,意见,字体调节不方便/不好用,,
,怎么设置字体大小,意见,字体调节不方便/不好用,,
,怎么样设置显示字大小,意见,字体调节不方便/不好用,,
,软件的桌面快捷方式中的字体颜色无法设置,意见,字体调节不方便/不好用,,
,字体颜色不能改变,意见,字体调节不方便/不好用,,
,字不好调大小,意见,字体调节不方便/不好用,,
,字超级小，就算调到最大也比一般手机小,意见,字体调节不方便/不好用,,
,字的大小，怎么放大,意见,字体调节不方便/不好用,,
,字太小，无法调大,意见,字体调节不方便/不好用,,
,字体不可以上下调节,意见,字体调节不方便/不好用,,
,字体大小调节到最大的时候，系统和应用里的对话框不是随字体大小调整的,意见,字体调节不方便/不好用,,
,字体大小调节在哪里,意见,字体调节不方便/不好用,,
,字体大小竟然不能调,意见,字体调节不方便/不好用,,
,建议修改一下，可以把字体调大,意见,字体调节不方便/不好用,,
,字体大小无法调整,意见,字体调节不方便/不好用,,
,字体大小怎么调,意见,字体调节不方便/不好用,,
,字体大小怎么调整啊？字太小了,意见,字体调节不方便/不好用,,
,字体调不大怎么办,意见,字体调节不方便/不好用,,
,字体调不太大,意见,字体调节不方便/不好用,,
,字体调到大的都还有点小,意见,字体调节不方便/不好用,,
,字体调到最大都看不清,意见,字体调节不方便/不好用,,
,希望设置中有修改字体大小选项,意见,字体调节不方便/不好用,,
,字体太小调到最大，比原来的还小这是咋回事,意见,字体调节不方便/不好用,,
,字体太小了，（调节后感觉还是太小),意见,字体调节不方便/不好用,,
,字体太小了，调不大,意见,字体调节不方便/不好用,,
,字体太小能调大吗,意见,字体调节不方便/不好用,,
,字体太小咋调,意见,字体调节不方便/不好用,,
,字体无法修改颜色,意见,字体调节不方便/不好用,,
,字体需要可调节一些不同颜色,意见,字体调节不方便/不好用,,
,字体颜色改不了,意见,字体调节不方便/不好用,,
,字体颜色怎么调,意见,字体调节不方便/不好用,,
,字体颜色怎么更改,意见,字体调节不方便/不好用,,
,字体颜色怎么换,意见,字体调节不方便/不好用,,
,字体颜色,意见,字体调节不方便/不好用,,
,字体这么也调不大,意见,字体调节不方便/不好用,,
,字体太少！！！,意见,字体样式种类少,,
,"无法root,字体太少",意见,字体样式种类少,,
,字体很少,意见,字体样式种类少,,
,字体太少,意见,字体样式种类少,,
,2016年4月21日就说过字体太少了,意见,字体样式种类少,,
,字体可选太少,意见,字体样式种类少,,
,i主题的字体太少了,意见,字体样式种类少,,
,i主题里的字体免费的太少了，而且免费样式不多,意见,字体样式种类少,,
,i主题里面的免费字体太少了,意见,字体样式种类少,,
,i主题中的在线下载字体太少了,意见,字体样式种类少,,
,i主题字体太少了,意见,字体样式种类少,,
,字体少,意见,字体样式种类少,,
,手机字体太少了,意见,字体样式种类少,,
,vivo免费字体很少,意见,字体样式种类少,,
,"vivo字体能不能多更新一点 vivo字体能不能多更新一点
太少了",意见,字体样式种类少,,
,不付费的字体也太少了,意见,字体样式种类少,,
,字体也太少了,意见,字体样式种类少,,
,可供选择的字体那么少,意见,字体样式种类少,,
,个性主体字体太少,意见,字体样式种类少,,
,好看的主题和字体太少了,意见,字体样式种类少,,
,可更换字体太少,意见,字体样式种类少,,
,可以用的全局主题和字体太少了,意见,字体样式种类少,,
,免费的好看的字体和主题太少,意见,字体样式种类少,,
,免费的字体太少,意见,字体样式种类少,,
,还有免费好看的字体少少少！,意见,字体样式种类少,,
,免费字体太少,意见,字体样式种类少,,
,免费字体太少了,意见,字体样式种类少,,
,能不能多更新点字体，好少,意见,字体样式种类少,,
,字体是在太少了。,意见,字体样式种类少,,
,i主题里面的字体选择太少,意见,字体样式种类少,,
,最可惜的一点就是手机字体可以改变的太少太少,意见,字体样式种类少,,
,全局主题和字体太少,意见,字体样式种类少,,
,手机i主题一共在线字体一共就五款，太少了,意见,字体样式种类少,,
,字体和全局主题很少,意见,字体样式种类少,,
,可以用的字体少之又少,意见,字体样式种类少,,
,手机字体过少,意见,字体样式种类少,,
,手机字体好少,意见,字体样式种类少,,
,输入法没有表情字体太少,意见,字体样式种类少,,
,字体太少了，而且是重复的,意见,字体样式种类少,,
,系统字体太少,意见,字体样式种类少,,
,为什么i主题里面的字体那么少,意见,字体样式种类少,,
,手机的在线字体那么少,意见,字体样式种类少,,
,为什么手机自带的字体很少,意见,字体样式种类少,,
,为什么手机自带的字体这么少,意见,字体样式种类少,,
,为什么手机自带字体这么少,意见,字体样式种类少,,
,字体太少，希望多弄点,意见,字体样式种类少,,
,为什么这个手机的字体那么少,意见,字体样式种类少,,
,为什么字体少了,意见,字体样式种类少,,
,我的手机字体太少,意见,字体样式种类少,,
,字体免费的太少了,意见,字体样式种类少,,
,现在字体真的太少了,意见,字体样式种类少,,
,不然自带字体太少又不能换自己心仪的字体实在太憋屈了啊,意见,字体样式种类少,,
,字体 太少,意见,字体样式种类少,,
,字体也特别少,意见,字体样式种类少,,
,系统提供的字体太少,意见,字体样式种类少,,
,系统提供的字体太少了,意见,字体样式种类少,,
,手机字体太少,意见,字体样式种类少,,
,系统在线字体太少,意见,字体样式种类少,,
,系统字体太少了,意见,字体样式种类少,,
,字体裤字体太少,意见,字体样式种类少,,
,在线字体太少,意见,字体样式种类少,,
,这手机主题里面的字体太少,意见,字体样式种类少,,
,字体也很少,意见,字体样式种类少,,
,字体还是太少了,意见,字体样式种类少,,
,字体免费的太少,意见,字体样式种类少,,
,字体太少  ,意见,字体样式种类少,,
,字体太少了,意见,字体样式种类少,,
,字体太少了，不新颖,意见,字体样式种类少,,
,字体太少了，能不能多加些字体啊,意见,字体样式种类少,,
,字体太少了吧,意见,字体样式种类少,,
,字体太少没有选择性,意见,字体样式种类少,,
,字体提供的太少,意见,字体样式种类少,,
,字体为什么少了,意见,字体样式种类少,,
,字体样式太少,意见,字体样式种类少,,
,字体样式太少了,意见,字体样式种类少,,
,字体怎么越来越少了,意见,字体样式种类少,,
,字体种类少,意见,字体样式种类少,,
,字体主题什么的太少了,意见,字体样式种类少,,
,不可以用缅文字体,意见,字体支持语言种类少,,
,藏文字体显示不了,意见,字体支持语言种类少,,
,请加上维吾尔字体,意见,字体支持语言种类少,,
,为什么不可以用缅文字体,意见,字体支持语言种类少,,
,维吾尔文字体加，全国维吾尔组的梦想,意见,字体支持语言种类少,,
,而对那些想安装少数民族文字字体的少数民族用户带来很大的不便。,意见,字体支持语言种类少,,
,维语字体不能安装,意见,字体支持语言种类少,,
,自动发短信,官网,自动发送回复短信,,
,2016.1.13买的电话，总自动发短信,意见,自动发送回复短信,,
, 手机经常自动发这样的短信,意见,自动发送回复短信,,
,x5pro自动发短信是怎么回事啊,官网,自动发送回复短信,,
,为什么我的vivox5proD为什么一直自动发短信,官网,自动发送回复短信,,
,VIVO X6会自动发扣费短信,官网,自动发送回复短信,,
,自动发信息,官网,自动发送回复短信,,
,vivox6plus为什么会自动发信息,官网,自动发送回复短信,,
,为什么我手机会自动发短信,官网,自动发送回复短信,,
,X5por自动发送短信,官网,自动发送回复短信,,
,我的X6A为什么会自动发短信呢？,官网,自动发送回复短信,,
,为什么老是给10086发信息呢,官网,自动发送回复短信,,
,X6D为什么老是自己发信息给别人,官网,自动发送回复短信,,
,x6pius老自己发短信还发不出去,官网,自动发送回复短信,,
,x6乱发短信,官网,自动发送回复短信,,
,xpaly5自动发短信什么情况？,官网,自动发送回复短信,,
,手机自动给1069009512114发短信,官网,自动发送回复短信,,
,我这手机老是发短信代码,官网,自动发送回复短信,,
,短信总是莫名的自己发送乱码，然后提示发送失败,意见,自动发送回复短信,,
,手机自动发送信息,官网,自动发送回复短信,,
,经常手机自动发信息出去,意见,自动发送回复短信,,
,经常自动发短信,意见,自动发送回复短信,,
,经常自己发信息,意见,自动发送回复短信,,
,老是自动发短信,意见,自动发送回复短信,,
,老是自动发送短信，给陌生号,意见,自动发送回复短信,,
,老是自动发信息,意见,自动发送回复短信,,
,x5prod自动发送短信,官网,自动发送回复短信,,
,为什么总会自动发信息呢,百度贴吧,自动发送回复短信,,
,谁知道手机自动给这个号码发送信息是怎么回事,官网,自动发送回复短信,,
,求助Y35A经常自己发短信怎么回事,官网,自动发送回复短信,,
,为什么手机老是自动发短信出去呢,官网,自动发送回复短信,,
,x5proD手机息屏时自动给好几个未知号码发短信,官网,自动发送回复短信,,
,收到的信息手机自己回复,意见,自动发送回复短信,,
,手机无缘无故给人家发消息,官网,自动发送回复短信,,
,手机 自动发短信 乱发过去,意见,自动发送回复短信,,
,手机半夜自动发短信怎么办,官网,自动发送回复短信,,
,我买的vivox5pro，才几个月自动发短信,官网,自动发送回复短信,,
,手机经常自动回复短信，自动办理业务,意见,自动发送回复短信,,
,手机老是自动发这种信息,官网,自动发送回复短信,,
,手机老是自动回复10086,意见,自动发送回复短信,,
,手机乱发短信,官网,自动发送回复短信,,
,手机莫名其妙发短信,官网,自动发送回复短信,,
,手机为什么会自动发短信给陌生号码？,意见,自动发送回复短信,,
,手机无故发短信,官网,自动发送回复短信,,
,手机信号没4G网络，老是自动发短信出去,意见,自动发送回复短信,,
,手机有时会自动发送“CXLL”到10010,意见,自动发送回复短信,,
,手机有时自己发短信,意见,自动发送回复短信,,
,手机串号自动发短信给三个陌生号码,意见,自动发送回复短信,,
,前几天我看见自己手机有发出去的信息,官网,自动发送回复短信,,
,手机主动给移动发信息,意见,自动发送回复短信,,
,手机自动发的短信是什么,官网,自动发送回复短信,,
,手机自动发短信,官网,自动发送回复短信,,
,手机自动发短信给10086还有数字字母编写的乱码发短信出去,意见,自动发送回复短信,,
,手机自动发短信泄露QQ号和密码,官网,自动发送回复短信,,
,手机自动发短信指令,官网,自动发送回复短信,,
,手机自动发送短信,官网,自动发送回复短信,,
,手机自动发送短信到陌生号码12114或者10001,意见,自动发送回复短信,,
,手机自动给10086发603信息,意见,自动发送回复短信,,
,手机自己发送信息，并且发送失败,意见,自动发送回复短信,,
,手机总是无故自动发莫名其妙的信息,意见,自动发送回复短信,,
,手机总是自动发信息,意见,自动发送回复短信,,
,为何我手机老是自动发送短信,意见,自动发送回复短信,,
,为什么x6会自动发短信呢？ x6自动发短信的有么有,官网,自动发送回复短信,,
, 为什么我的手机会给这两个手机号发短信,官网,自动发送回复短信,,
,为什么会自己发送一些乱码的信息，希望尽快处理。,意见,自动发送回复短信,,
,为什么老是自动发信息,意见,自动发送回复短信,,
,为什么手机会无缘无故的发短信,意见,自动发送回复短信,,
,为什么手机自己发短信,意见,自动发送回复短信,,
,为什么手机自己乱发,意见,自动发送回复短信,,
,为什么我手机自己往别处发信息,意见,自动发送回复短信,,
,为什么有时会自己发信息的,意见,自动发送回复短信,,
,为什么自动就发短信了,意见,自动发送回复短信,,
,为什么总自动发信息,意见,自动发送回复短信,,
,为什么总自动往外发短信,意见,自动发送回复短信,,
,手机还出现了自己发送短信的情况,官网,自动发送回复短信,,
,我发现我的手机短信里会出现它自动发的但未发送成功的信息,意见,自动发送回复短信,,
,一直自动给陌生人发送短信，而且发送失败,意见,自动发送回复短信,,
,为什么手机自动输入CXLL并发送出去,官网,自动发送回复短信,,
,有时候会自己发短信,意见,自动发送回复短信,,
,有时间怎么手机自动发一些看不懂的信息。,意见,自动发送回复短信,,
,怎么老是自动发信息啊,意见,自动发送回复短信,,
,怎么喜欢自己发短信,意见,自动发送回复短信,,
,这部手机自己往外发短信,意见,自动发送回复短信,,
,老是自动乱发短信,意见,自动发送回复短信,,
,y33总是自己乱发短信什么原因呢？,官网,自动发送回复短信,,
,还自动发短信发了很多,官网,自动发送回复短信,,
,手机里的短信，老是会自己发,官网,自动发送回复短信,,
,x6重复发送603到10086查询流量包月信息是怎么回事啊,官网,自动发送回复短信,,
,vivox5手机老是自动发查询流量的短信,官网,自动发送回复短信,,
,自动发短信，啥情况,官网,自动发送回复短信,,
,自动发送套餐查询信息,意见,自动发送回复短信,,
,自动发送信息,意见,自动发送回复短信,,
,手机为什么每天自动发送短信到这个号码上,官网,自动发送回复短信,,
,自己给我发信息,意见,自动发送回复短信,,
,总是自动发108短信给电信,意见,自动发送回复短信,,
,总自动发短信,官网,自动发送回复短信,,
,,百度贴吧,自动关机,,
,刚买的为什么会自动开机关机呢,Bbaidutieba,自动开机,,
,充满电后自动开机了,Bbaidutieba,自动开机,,
,为什么我的手机关机后会自动开机,Boppo,自动开机,,
,,官网,自动开机,,
,充电后自动开机了,Bbaidutieba,自动开机,,
,用了不到三天就出现自动开机,Ejd,自动开机,,
,冲满电后手机会自动开机,Etaobao_hw,自动开机,,
,第一次充电就发现明明关机充电完成拔下插头会自动开机,Eyhd_hw,自动开机,,
,充电时会自动开机,Etaobao_hw,自动开机,,
,总是自动开机,Ejd,自动开机,,
,老会自动开机,E9ji,自动开机,,
,居然自动开机,Ejd,自动开机,,
,边充边开机都自动开机,Ejd,自动开机,,
,关机状态充电，充完电会自动开机,Etianmao_hw,自动开机,,
,买回来竟然开不了机，到了晚上自动开机?,Ejd,自动开机,,
,关机了自动开机,Etianmao_hw,自动开机,,
,手机关机后过一会儿自动开机,Bbaidutieba,自动开机,,
,手机卡的要死，会自动开机,Ejd,自动开机,,
,关机充电会自动开机,Bbaidutieba,自动开机,,
,一充电就自动开机,Bbaidutieba,自动开机,,
,关机后充电自动开机,Ejd,自动开机,,
,接上电源后会自动开机,Bbaidutieba,自动开机,,
,为什么会自动开机,Etianmao_hw,自动开机,,
,2次自动开机,Etianmao_hw,自动开机,,
,没有开机它还会自动开机,Ejd,自动开机,,
,手机自动开机,Etaobao_hw,自动开机,,
,发现会自己自动开机,Ejd,自动开机,,
,昨天收到下午充完电 晚上开不了机 今天早上9:00准备联系客服 不知为何自动开机了,Ejd,自动开机,,
,,百度贴吧,自动重启,,
,play6屏幕两边的空白很难看,Etianmao_hw,屏幕两侧空白区域过大,,
,两边很多空白,Etaobao_hw,屏幕两侧空白区域过大,,
,屏幕到手机侧边界有2.5mm左右的空白（触控空白）,Ejd,屏幕两侧空白区域过大,,
,不是全屏的不好看，周围会空出很多,Ejd,屏幕两侧空白区域过大,,
,唯一需要提高的是屏幕四周的黑边太宽了,Evmall,屏幕两侧空白区域过大,,
,屏幕太宽,Ezol,屏幕两侧空白区域过大,,
,边太宽,Ezol,屏幕两侧空白区域过大,,
,最不满意的是屏幕黑边严重，太宽了,Etianmao_hw,屏幕两侧空白区域过大,,
,两边有很宽的白边无法贴合,Etaobao_hw,屏幕两侧空白区域过大,,
,还有就是黑边太宽了吧,Etianmao_hw,屏幕两侧空白区域过大,,
,亮屏幕两边的给边框也太宽了吧,Ejd,屏幕两侧空白区域过大,,
,屏幕两边太宽了,Ejd,屏幕两侧空白区域过大,,
,屏幕两边侧边感觉太宽了,Ejd,屏幕两侧空白区域过大,,
,就说屏幕的两边的黑色边还是太宽了,Ejd,屏幕两侧空白区域过大,,
,还有左右两边的黑边框太宽了，真的很宽,Evmall,屏幕两侧空白区域过大,,
,黑边太宽,Evmall,屏幕两侧空白区域过大,,
,黑边太宽了,Evmall,屏幕两侧空白区域过大,,
,屏幕两边黑边太宽,Evmall,屏幕两侧空白区域过大,,
,屏幕黑边太宽了,Ezol,屏幕两侧空白区域过大,,
,美中不足屏幕四周黑色边框太宽,Ezol,屏幕两侧空白区域过大,,
,屏幕四周黑色边框太宽,Ezol,屏幕两侧空白区域过大,,
,手机屏幕四周的黑色防漏光的边框太宽,Ezol,屏幕两侧空白区域过大,,
,唯一缺点是屏幕四周黑边太宽,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕界面太杂乱，设计的问题，四周黑边太宽,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕四周的边框太宽了,Etaobao_hw,屏幕两侧空白区域过大,,
,就是屏幕四周的大黑边太宽了,Ejd,屏幕两侧空白区域过大,,
,屏幕四周的黑边太宽,Ejd,屏幕两侧空白区域过大,,
,四周屏幕黑边留得太宽,Ejd,屏幕两侧空白区域过大,,
,屏幕显示四周黑边太宽,Evmall,屏幕两侧空白区域过大,,
,屏幕四周的黑色边框太宽,Ezol,屏幕两侧空白区域过大,,
,左右边框太宽了,Ezol,屏幕两侧空白区域过大,,
,就是屏幕黑边有些宽,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕两边空好多出来,Etaobao_hw,屏幕两侧空白区域过大,,
,四周的边框的黑边占了屏幕很大的地方,Etianmao_hw,屏幕两侧空白区域过大,,
,就是屏幕四周的黑边太大了,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕的四周黑边比较宽,Evmall,屏幕两侧空白区域过大,,
,就是屏幕四周的大黑边不太美观,Evmall,屏幕两侧空白区域过大,,
,就是屏幕两边的黑边太大,Esuning_hw,屏幕两侧空白区域过大,,
,右大黑边感人,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕黑边有点宽,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕超大黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕两边的大黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕两边的的边框比小米的宽,Etianmao_hw,屏幕两侧空白区域过大,,
,就是屏幕两边的黑边不那么完美了,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕上的左右黑边明显,Etianmao_hw,屏幕两侧空白区域过大,,
,有本事去掉屏幕边框,Ezol,屏幕两侧空白区域过大,,
,屏幕两边黑边框太多,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕左右两边是大黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕和边框的缝隙有点大,Evmall,屏幕两侧空白区域过大,,
,白色边框两边都有点挡住屏幕了,Etaobao_hw,屏幕两侧空白区域过大,,
,就是屏幕两边的黑边有点宽,Ejd,屏幕两侧空白区域过大,,
,屏幕左右的黑边怎么越来越大,Ejd,屏幕两侧空白区域过大,,
,屏幕的大黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕缩水两边框居然有黑边,Ejd,屏幕两侧空白区域过大,,
,就是屏幕两边黑边太大了,Ejd,屏幕两侧空白区域过大,,
,唯一的缺憾就是屏幕两边的黑边比较大了,Ejd,屏幕两侧空白区域过大,,
,现在然后屏幕两边有黑边。并不是宽屏。,Ejd,屏幕两侧空白区域过大,,
,屏幕左右两侧的黑边框真掉价啊,Ejd,屏幕两侧空白区域过大,,
,就是屏幕黑边感人,Ejd,屏幕两侧空白区域过大,,
,就是屏幕与边框缝隙略宽,Ejd,屏幕两侧空白区域过大,,
,屏幕四周黑边很宽很明显,Ejd,屏幕两侧空白区域过大,,
,手机屏幕四周的黑边挺大的,Esuning_hw,屏幕两侧空白区域过大,,
,上下左右的黑边真的太难看了,Ezol,屏幕两侧空白区域过大,,
,屏幕四周的黑边还是挺大,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕四周有一圈黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕四周这么宽的黑边,Ejd,屏幕两侧空白区域过大,,
,只是屏幕开机后四周有条大黑边,Esuning_hw,屏幕两侧空白区域过大,,
,屏幕四周小黑边略嫌美中不足,Ejd,屏幕两侧空白区域过大,,
,屏幕四周有黑边,Ejd,屏幕两侧空白区域过大,,
,可屏幕四周都有黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕四周黑边太大等,Ejd,屏幕两侧空白区域过大,,
,四周黑边太大,Etianmao_hw,屏幕两侧空白区域过大,,
,要是屏幕四周没有黑边就完美了,Etianmao_hw,屏幕两侧空白区域过大,,
,就是觉得屏幕四周黑边有点大,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕不错，就是四周的黑边有点明显,Etianmao_hw,屏幕两侧空白区域过大,,
,就是不喜欢屏幕四周的黑边,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕也不错，就是屏幕四周的大黑边比较难看,Etaobao_hw,屏幕两侧空白区域过大,,
,屏幕四周全是黑边,Ejd,屏幕两侧空白区域过大,,
,就是点亮屏幕，四周的黑边不是一般的粗啊,Etianmao_hw,屏幕两侧空白区域过大,,
,屏幕四周的大黑边有点难看,Ejd,屏幕两侧空白区域过大,,
,手机屏幕上下左右都是黑边,Etianmao_hw,屏幕两侧空白区域过大,,
,实际上四周整整小了一圈，两边也漏出屏幕的黑边,Etaobao_hw,屏幕两侧空白区域过大,,
,屏幕四周的大黑边,Ejd,屏幕两侧空白区域过大,,
,手机屏幕边框四周的缝隙确实很大,Ejd,屏幕两侧空白区域过大,,
,屏幕四周有着黑边框,Ejd,屏幕两侧空白区域过大,,
,但就是屏幕不是全屏的，四周都有黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕四周的黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕的大黑边上下左右都有,Ejd,屏幕两侧空白区域过大,,
,屏幕四周都有黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕四周黑边太明显,Ejd,屏幕两侧空白区域过大,,
,屏幕四周的黑边很粗,Ejd,屏幕两侧空白区域过大,,
,唯一不足是屏幕四周有大黑边,Ejd,屏幕两侧空白区域过大,,
,屏幕边框好大,Ejd,屏幕两侧空白区域过大,,
,这屏幕四周的大黑边要多丑有多丑啊,Ejd,屏幕两侧空白区域过大,,
,屏幕两边的黑边有点明显，不好看,Ejd,屏幕两侧空白区域过大,,
,四周的黑边偏大，难看,Ejd,屏幕两侧空白区域过大,,
,就是屏幕四周的黑边看起来有点不爽,Evmall,屏幕两侧空白区域过大,,
,屏幕亮了四周有很宽的黑边,Evmall,屏幕两侧空白区域过大,,
,但打开屏幕后，四周那宽宽的黑边足有3毫米,Evmall,屏幕两侧空白区域过大,,
,整体外观除了上下部分的侧面显得有点“大头”外，其他都不错,Ezol,屏幕上下方空白区域过大,,
